Country,Concept,Unit,Data Source,Status,Scale,2008,2009,2010,2011,2012,2013
Samoa,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.6608333333333,12.0825,10.72,9.96249999999999,9.86,10.2008333333333
Samoa,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.06083333333333,4.80583333333333,2.70083333333333,2.285,2.46916666666667,2.88083333333333
San Marino,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.8925,5.7425,5.3825,5.92,,
San Marino,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.2275,0.9625,0.7075,1.0825,,
Sao Tome and Principe,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,32.4,31.1083333333333,28.8749722222222,26.95,26.1680555561112,23.28
Sao Tome and Principe,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.75,11.9208333333333,11.115,12.36,12.8919444438888,9.38
Saudi Arabia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,,,0.7375,0.694466666666667,0.916233333333333,0.953239334413322
Senegal,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5
"Serbia, Republic of","Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.5508,11.01,13.1,11.04,11.89,9.11
"Serbia, Republic of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.1267,11.78,17.3,17.17,18.2,17.07
"Serbia, Republic of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.32,5.06,11.33,9.76,10.57,7.92
Seychelles,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.8077707180483,15.3472516088461,12.7026498136256,11.1899344887627,12.1911857642229,12.2868344650413
Seychelles,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.96616615503841,9.76746400687391,2.85994658221167,2.08331761975456,3.29824626380438,3.42883588986758
Sierra Leone,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,24.5,22.1666666666667,21.25,21,21,20.56
Sierra Leone,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.5925,9.7225,9.46666666666667,10.3113888888889,10.39,8.90916666666667
Singapore,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.2975,0.69,0.563333333333333,0.413333333333333,0.38,0.395
Singapore,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.38,5.38,5.38,5.38,5.38,5.38
Singapore,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.419166666666667,0.2925,0.205833333333333,0.168333333333333,0.135833333333333,0.14
Slovak Republic,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.144545455,,,,,
Slovak Republic,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.761818182,,,,,
Slovak Republic,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.759090909,,,,,
Slovenia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.2668,0.8975,0.566666666666666,1.175025,0.326025,0.129758333333333
Slovenia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.65833333333333,5.94916666666667,,,,
Slovenia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.05166666666667,1.404444444,,,,
Solomon Islands,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.4358333333333,15.2633333333333,14.4336583333333,13.1723870873803,11.2788820201223,10.7739476118203
Solomon Islands,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.95,4.14666666666667,3.28814923101627,1.9998150620064,0.859194173505447,0.291608985612359
South Africa,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.3241666666667,8.1525,6.18583333333333,5.28666666666667,5.0675,4.79166666666667
South Africa,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.125,11.7083333333333,9.83333333333332,9,8.75,8.5
South Africa,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.6125,8.53666666666668,6.465,5.6725,5.43666666666667,5.1525
South Sudan,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,,,,,14.7081918989701,14.1
South Sudan,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,,,,,1.15344745601732,1.31
Spain,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.85,0.675833333333334,0.453333333333333,1.0175,0.27,0.149166666666667
Sri Lanka,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15,15,15,15,15,15
Sri Lanka,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,21.2233333333333,11.6675,9.02208333333333,8.15333333333333,10.1125,8.76166666666667
Sri Lanka,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,18.8916666666667,15.6714583333333,10.2174166666667,9.411875,13.2816666666667,12.6191666666667
Sri Lanka,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.8891666666667,10.6108333333333,6.89916666666667,6.43333333333333,8.66666666666667,10.2308333333333
St. Kitts and Nevis,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
St. Kitts and Nevis,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.92166666666667,6.03223333333333,6.36836666666667,5.68368333333333,5.03760416666667,6.28401666666667
St. Kitts and Nevis,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.70234605404264,8.75231161283475,8.61681004027483,9.44508791429837,8.73398885413872,8.77635361152344
St. Kitts and Nevis,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.5493046014204,4.5906545096741,4.59337940425058,4.46535566484007,4.27461850682493,3.7362458644477
St. Lucia,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
St. Lucia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.92166666666667,6.03223333333333,6.35875833333333,5.68368333333333,5.03760416666667,6.28401666666667
St. Lucia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.0849310391437,10.5820111235866,10.6165388642549,10.0020504342406,9.50031901972522,9.07521429780519
St. Lucia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.25983350492109,3.25129155152766,3.32395058557246,3.49423406657196,3.05805383397249,2.93423818513956
St. Vincent and the Grenadines,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
St. Vincent and the Grenadines,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.92166666666667,6.03223333333333,6.35875833333333,5.68368333333333,5.18705416666667,6.28401666666667
St. Vincent and the Grenadines,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.52441609219704,9.18656075402981,9.17183767616861,9.13637805336276,9.41440897330206,9.43978132892116
St. Vincent and the Grenadines,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.79156656353012,2.93935813963752,2.85959053880217,2.99205474004285,2.87588175810801,2.7331220152054
Suriname,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.2,11.65,11.5905430605278,11.7611090271062,11.7416666666667,11.9833333333334
Suriname,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.34166666666667,6.375,6.16643465068186,6.38880225596049,6.79166666666667,7.09166666666667
Swaziland,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11,6.5,5.5,5.5,5,5
Swaziland,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.16666666666667,5.40333333333333,3.85333333333333,2.85,2.465,2.08
Swaziland,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.8333333333333,11.375,9.75,9,8.75,8.5
Swaziland,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.16666666666667,5.40333333333333,3.85333333333333,2.85,2.465,2.08
Sweden,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.37896666666667,0.767225,0.666841666666667,2.0675,1.65913333333333,1.06935833333333
Switzerland,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.01,0.05,0.04,0.07,-0.02,0.01
Switzerland,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.3425,2.75083333333334,2.73333333333333,2.71833333333333,2.68833333333333,2.68916666666667
Switzerland,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.16,0.08,0.08,0.03,0.03,0.03
Syrian Arab Republic,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5,5,5,,,
Syrian Arab Republic,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.1880127037873,10.005777609647,9.9009,,,
Syrian Arab Republic,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.11866670689836,6.34768316951748,6.2159,,,
Tajikistan,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,18.0322453067782,24.1927638583287,17.5941580170633,19.5623584533945,16.486926907013,15.6314325893983
Tajikistan,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,23.6721817596637,22.5957772163607,24.1903157681596,24.8368083176032,25.1866287739858,23.699256633939
Tajikistan,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.3702598365416,7.58063046634046,8.64764011395425,8.23675339049387,7.67463613213552,6.57881884807327
Tanzania,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.99,3.70025,7.58,12,12,12
Tanzania,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.9821346779129,15.0304818249447,14.5459146984998,14.9618731679765,15.4604641397482,15.8164148289259
Tanzania,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,8.25265193666667,7.97180226069304,6.56575385183402,6.77701503699799,9.51182288939975,9.76643321800783
Thailand,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.25,1.75,2.5,3.75,3.25,2.75
Thailand,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.28083333333333,1.205,1.25083333333333,2.795,2.88666666666667,2.5388446969697
Thailand,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.04166666666667,5.9625,5.935,6.91416666666666,7.0975,6.95833333333333
Thailand,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,2.47916666666667,1.04166666666667,1.0125,2.2775,2.79583333333333,2.88333333333333
"Timor-Leste, Dem. Rep. of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.109899177723,11.1653013816104,11.02887752561,11.0429658030163,12.2102699177394,12.4128208969322
"Timor-Leste, Dem. Rep. of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.796569190475439,0.83079213198143,0.813286263330464,0.846122688717964,0.905304976735008,0.900322602378128
Togo,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5
Tonga,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.4578760300975,12.4661884579545,11.5356079717047,11.3719390589853,10.0256930554226,9.66325145214313
Tonga,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.52500000027778,5.25888888888889,4.02778888888889,3.91666666666667,2.82400068484198,2.73259091105897
Trinidad and Tobago,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.75,7.25,5.75,5,4.75,4.75
Trinidad and Tobago,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.4375,11.9375,9.2825,7.96916666666667,7.70833333333333,7.5
Trinidad and Tobago,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.37,3.41833333333333,1.505,1.5,1.5,1.5
Tunisia,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.21333333333333,4.30416666666667,4.43166666666667,4.02666666666667,3.76833333333333,4.59333333333333
Turkey,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,25,15,14,17,13.5,10.25
Turkey,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,22.9133333333333,17.6491666666667,15.2691666666667,14.2166666666667,16.3516666666667,15.7633333333333
Uganda,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,19.42,9.65,11.967,29,17,15.5
Uganda,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,20.450066096838,20.9551657814281,20.1746301259357,21.8331893742797,26.3113691206892,23.2514019922016
Uganda,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,10.6705362316752,9.75250938918253,7.68727600132163,13.0184248002232,16.2283582645459,11.8407881995904
Ukraine,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13.7142833333333,12.6383833333333,3.42354166666667,7.11221666666667,12.1545,4.49968333333333
Ukraine,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,17.4925,20.8633333333333,15.8683916666667,15.947225,18.3922166666667,16.6492
Ukraine,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.94879166666667,13.7608666666667,10.5557083333333,7.89835833333333,12.9611916666667,10.77735
United Kingdom,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.67833333333333,0.525,0.479166666666667,0.5225,0.476666666666667,0.453333333333333
United Kingdom,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.625,0.625,0.5,0.5,0.5,0.5
United States,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.5,0.5,0.75,0.75,0.75,0.75
United States,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.9275,0.16,0.175,0.101666666666667,0.14,0.1075
United States,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.0875,3.25,3.25,3.25,3.25,3.25
Uruguay,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,20,20,20,20,20,30
Uruguay,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.79978489330131,8.59597041423401,6.31061642710376,7.57716906482058,8.8165366129284,8.70815471642029
Uruguay,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.4476125,15.284842385802,10.3262221820083,9.78182074182773,11.1991921565682,12.4340649587399
Uruguay,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.23125725,4.40058373693104,4.16579986199277,4.55463122784372,4.44982667719485,4.64794078959411
Vanuatu,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6,6,6,6,6,5.5
Vanuatu,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.77916666666667,5.6125,5.5,5.5,5.5,5.08333333333333
Vanuatu,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,5.29166666666667,5.5,5.5,5.5,6.05,5
Vanuatu,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,1.25,1.25,1.58333333333333,1.5,1.3125,1.25
"Venezuela, Republica Bolivariana de","Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,33.5,29.5,29.5,29.5,29.5,29.5
"Venezuela, Republica Bolivariana de","Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,11.0916666666667,10.025,5.35833333333333,4.92583333333332,0.819166666666666,1.61124901423837
"Venezuela, Republica Bolivariana de","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,22.3708333333333,19.8933333333333,18.3475,17.15,16.38,15.895
"Venezuela, Republica Bolivariana de","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,16.1533333333333,16.4091666666667,14.8008333333333,14.59,14.5091666666667,14.5033333333333
Vietnam,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,15.7835714285714,10.069,13.13525,16.9538333333333,13.4716666666667,10.3741666666667
Vietnam,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,12.7304166666667,7.91,11.19375,13.9935,10.5036666666667,7.14
West Bank and Gaza,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,7.1875,6.19,6.235,6.78660760685902,6.9675,
West Bank and Gaza,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,0.805,0.4,0.29,0.52907055423672,0.4575,
"Yemen, Republic of","Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,18,18,23.8333333333333,25,24.5,22.0833333333333
"Yemen, Republic of","Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,13,10.6666666666667,18.6666666666667,20,19.5,15.25
Zambia,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,14.4876,8.3891,7.1668,9.70596,10.3761,12.127575
Zambia,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,19.0631871620748,22.0631220691742,20.9163167956992,18.8368242993594,12.1497663670192,9.52083333333333
Zambia,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.55070512820512,7.0901282051282,7.4,7.0234,7,6.4908598772066
CEMAC,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.75,4.25,4,4,4,3.25
CEMAC,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.75,3.25,3.25,3.25,3.25,3.20833333333333
Eastern Caribbean Currency Union,"Interest Rates, Discount Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,6.5,6.5,6.5,6.5,6.5,6.5
Eastern Caribbean Currency Union,"Interest Rates, Money Market Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,4.92166666666667,6.03223333333333,6.37048333333333,5.68368333333333,5.0379375,6.28434166666667
Eastern Caribbean Currency Union,"Interest Rates, Lending Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,9.71234281117868,10.000787704491,10.1263814844767,10.0156181934365,9.47221561202062,9.24728142902745
Eastern Caribbean Currency Union,"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.47870544124922,3.4993788901913,3.46759470409811,3.40902708143073,3.26971080344986,3.0719217884489
West African Economic and Monetary Union (WAEMU),"Interest Rates, Deposit Rate",Percent per Annum,International Financial Statistics (IFS),Published,Units,3.5,3.5,3.5,3.5,3.5,3.5